video_id;title;publish_date;video_length_seconds;wiedergabezeit_minuten;durchschnittliche_wiedergabedauer_prozent;gewonnene_abonnenten;verlorene_abonnenten;likes;dislikes;geteilte_inhalte;kommentare;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_female_age13-17;audience_male_age13-17;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Mag ich nicht-Bewertungen;Im Feed angezeigt;Impressionen;Bewertung_Titel;Gestaltung_Thumbnail;theme_Bilder;theme_Krieg;theme_Politik;theme_Sonstiges;theme_Wirtschaft
VJxCe9PQY0A;"""""""Hab' ich was nicht mitgekriegt?"""" - Daum muss bei Frage zum FC Bayern lachen | ntv""";14.03.2024 06:51;150;712;43,09;0,0;1;10;1;2;1,0;;;;;;;;;;;;;;;58,0;3;0;0;1;0;18671,0;5,5;3;False;False;False;True;False
ekYmVTXd9yo;Gewalthilfegesetz geplant - BKA-Bericht: Gegen Frauen gerichtete Straftaten nehmen zu | ntv;19.11.2024 18:07;113;2294;43,74;0,0;1;58;21;28;84,0;;4,3;1,7;13,1;4,2;17,1;5,0;11,2;9,1;13,8;9,1;11,4;;;219,0;33;0;0;21;0;88198,0;7,5;2;False;False;True;False;False
fObIgKFhGI8;"""Scholz: """"Iran riskiert regionalen Flächenbrand"""" - Peking ruft zu Mäßigung auf  | ntv""";14.04.2024 19:01;136;3642;49,64;4,0;0;25;28;12;52,0;;6,3;1,0;12,9;2,7;15,4;3,6;10,7;7,2;15,8;9,0;15,5;;;428,0;6;0;0;28;0;50623,0;7,5;2;False;True;False;False;False
xuzn-ersBoE;"""Was Russland """"nicht haben kann, macht es kaputt"""" - Militärexperte Lange im Frühstart  | ntv""";23.04.2024 11:29;511;178106;50,63;31,0;2;724;104;56;216,0;0,1;0,6;0,3;3,8;0,7;10,7;1,3;16,0;2,9;26,3;5,5;32,0;;;2568,0;286;0;0;104;0;451676,0;6,5;2;False;True;False;False;False
cjqGI5b1GQ0;"""Russe sieht """"Büchse der Pandora - könnte jeden treffen"""" - Munz zu Pager-Bomben im Libanon  | ntv""";20.09.2024 12:29;183;338402;43,83;152,0;5;1425;377;205;531,0;0,5;3,0;1,1;9,2;1,6;13,5;2,0;14,3;3,4;20,6;5,9;24,8;;;26573,0;0;29;0;377;0;6286483,0;5,5;3;False;True;False;False;False
p21EymWP9ys;Callenius: Möglicher Nasrallah-Nachfolger wohl getötet - Erneute Angriffe auf Beirut | ntv;04.10.2024 13:24;202;68693;55,89;41,0;3;457;20;53;118,0;0,3;1,7;0,8;8,0;1,8;12,1;1,9;14,2;4,2;25,1;5,3;24,6;;;1761,0;0;0;0;20;0;450690,0;8,5;3;False;True;False;False;False
a5FyP6eqTjs;Erleichterte von der Leyen bekommt zweite Amtszeit nach kämpferischer Rede | ntv;18.07.2024 16:42;137;61794;39,57;52,0;2;415;2355;345;2376,0;1,3;11,6;2,3;22,5;2,3;15,4;2,6;10,6;4,4;11,2;5,5;10,2;;1,0;15182,0;296;0;0;2355;0;4050786,0;6,5;2;False;False;True;False;False
JqxcW6ughJo;"""Wirtschaft bröckelt, Ärmste leiden: """"In Russland wird es nie eine Massenrevolution geben"""" | ntv""";29.11.2024 17:35;171;59633;59,69;20,0;3;401;21;79;207,0;0,1;1,8;0,7;8,0;1,4;16,6;2,0;16,4;3,9;22,9;5,4;20,8;;;1208,0;174;13;0;21;0;293150,0;6,5;2;False;True;False;False;False
VjuWTMZvqGg;Reisende verlassen nachts das Schiff: Luxus-Kreuzfahrt steckt seit Monaten im Hafen fest | ntv;05.09.2024 07:44;129;15291;48,04;10,0;1;56;9;23;9,0;0,1;0,7;0,2;1,9;0,8;4,0;2,4;7,3;9,4;18,3;21,2;33,6;;;3097,0;59;2;13;9;0;100484,0;6,5;2;False;False;False;True;False
qHvxXNPS1v4;"""Erneute Drohung mit Atomwaffen """"ist politischer Bluff"""" - Reporter Munz zu Putins Strategie  | ntv""";10.05.2024 11:23;178;89765;53,61;60,0;1;542;501;107;502,0;0,3;1,7;0,9;5,2;1,5;10,3;2,4;13,3;4,9;21,4;9,3;28,5;;;5808,0;191;0;0;501;0;1640211,0;8,5;2;False;True;False;False;False
ksgsCs3yyg4;Weltspartag gibt es heute noch - Deutsche sparen zweistellig | ntv;30.10.2024 08:13;108;721;53,39;1,0;1;15;0;7;5,0;;;;21,9;;19,2;3,4;15,5;4,0;15,8;5,4;14,8;;;81,0;5;0;0;0;0;20168,0;6,5;2;False;False;False;False;True
HE2oMf-G6e0;"""""""Klima Update"""" zu Algen: Kleine grüne Wunder als Klimaschutz-Allrounder  | ntv""";24.09.2024 13:16;623;1463;0,0;0,0;0;15;4;4;9,0;;;;;;;;;;;;;;;23,0;0;0;0;4;0;25669,0;6,5;3;False;False;False;True;False
L95wFtYgecA;"""""""Habe nur einen Sohn"""": Kiew in Angst vor Selenskyjs Soldatensuche | ntv""";04.04.2024 17:49;182;138104;56,41;71,0;4;833;361;291;597,0;0,5;3,2;1,2;9,2;2,1;12,2;3,2;11,9;6,2;15,8;12,6;21,6;;1,0;11028,0;0;0;0;361;0;1180072,0;6,5;2;False;True;False;False;False
VtRP2ezoPqY;"""""""Neue Qualität"""" im Iran-Israel-Konflikt? - NATO-General von Sandrart zu den Konsequenzen""";19.04.2024 11:54;311;19451;49,72;2,0;1;96;15;34;31,0;;2,0;0,9;10,2;1,4;17,3;1,5;15,5;3,3;19,6;5,2;23,1;;;746,0;48;0;0;15;0;119323,0;6,5;2;False;True;False;False;False
_L7OCCS8pio;Was Xi und Putin sagen - und was sie verschweigen - Gipfeltreffen in Astana  | ntv;04.07.2024 11:04;114;22008;0,0;8,0;0;206;50;38;102,0;0,5;4,0;1,3;12,7;2,5;15,7;2,2;12,2;4,4;16,0;7,0;21,6;;;1671,0;144;0;0;50;0;392215,0;8,5;1;False;False;True;False;False
8u9Ue8xILPU;"""Fünf der """"Großen Sieben"""" berichten: """"Das wird eine spannende Woche an der Börse"""" | ntv""";22.04.2024 14:09;206;950;45,15;0,0;0;4;1;3;3,0;;;;;;;;;;;;;;;74,0;0;0;0;1;0;16458,0;6,5;1;False;False;False;False;True
BAyyZoCehDY;Flut reißt Feuerwehrmann den Boden unter den Füßen weg: Hochwasser in den Nachbarländern | ntv;17.09.2024 12:11;104;29845;45,42;19,0;2;182;7;92;37,0;0,4;2,1;2,0;7,6;3,9;11,9;5,2;10,7;11,0;17,2;12,1;15,8;;;6124,0;782;0;0;7;0;362316,0;8,5;2;True;False;False;False;False
nATngRiW3bY;Russland-Aussagen in Memoiren - Jäger: Merkels Argumente sind nicht überzeugend | ntv;21.11.2024 13:36;176;177915;59,48;77,0;4;1615;330;364;534,0;0,3;1,3;0,7;4,2;1,3;7,8;2,6;10,7;6,5;19,2;15,4;29,8;;;7418,0;1045;16;0;330;0;2293297,0;6,5;3;False;False;True;False;False
Bg0l_K3E4_U;"""""""Politische Landschaft hat sich über Nacht verändert"""" - Blome zu Wahlen im Osten  | ntv""";02.09.2024 09:15;176;111291;0,0;56,0;2;737;226;88;512,0;0,7;4,1;1,9;12,4;2,3;13,8;2,9;10,7;6,1;15,5;11,3;18,2;;;7621,0;1104;0;0;226;0;2054247,0;7,5;3;False;False;True;False;False
4H8Y8ff1Q2k;Michelle Obama rührt Demokraten-Publikum zu Tränen: Euphorie bei Parteitag in Chicago | ntv;21.08.2024 11:52;102;43272;56,07;32,0;2;327;398;76;304,0;1,7;9,1;3,7;17,7;3,4;12,6;4,1;9,4;7,0;11,5;8,6;11,1;;;13417,0;312;4;0;398;0;2654689,0;7,5;3;False;False;True;False;False
GCK8rxifqyQ;Schlappe für Koalitionsparteien: CDU gewinnt Europawahl und stellt Forderungen an Ampel | ntv;10.06.2024 08:24;130;99030;0,0;50,0;4;453;116;73;320,0;1,8;8,9;3,4;18,6;3,1;13,8;3,0;9,2;5,4;11,5;7,8;13,4;;;17832,0;980;0;0;116;0;2003240,0;7,5;1;False;False;True;False;False
Ke96YJY3cKg;"""""""Die AfD ist eine Gefahr für Deutschland"""" - Huber im Frühstart | ntv""";24.04.2024 13:56;396;17228;26,27;7,0;1;128;541;44;607,0;0,2;4,3;1,1;9,5;1,4;11,5;2,7;10,7;6,6;16,5;12,4;23,2;;;1210,0;8;0;0;541;0;378415,0;6,5;2;False;False;True;False;False
9maLTbzFtCc;Union verliert, FDP zieht mit BSW gleich | ntv #Trendbarometer;10.04.2024 10:18;1034;43126;24,14;15,0;2;112;59;9;94,0;;1,8;0,6;5,8;0,5;11,4;1,9;15,2;4,2;25,0;6,7;27,0;;;623,0;15;1;0;59;0;98076,0;6,5;2;False;False;True;False;False
uojnRMGUrfg;"""""""Die verdammte Bürokratie ist zum Heulen"""" | ntv #beisenherz""";23.10.2024 09:03;2442;81214;0,0;9,0;0;64;26;16;38,0;;1,4;0,6;7,9;2,8;15,6;2,9;16,1;6,8;19,5;9,5;16,9;;;254,0;3;3;0;26;0;128625,0;6,5;3;False;False;True;False;False
paUdjZ4HkYo;"""""""Und ich trinke in Ruhe Kaffee"""" - Eins der letzten Interviews mit """"Kaiser"""" Beckenbauer | ntv""";10.01.2024 13:24;448;4170121;32,44;1248,0;32;15715;231;5929;0,0;0,2;2,3;0,8;9,1;2,0;14,5;4,0;15,2;8,4;18,9;10,1;14,4;0,0;0,0;948655,0;0;0;0;237;0;18084157,0;6,5;2;False;False;False;True;False
yXiI1ECZ_OE;"""Gewaltverherrlichung """"sehr beängstigend"""" - Undercover bei AfD und Identitären| ntv""";29.08.2024 08:11;181;14079;49,38;9,0;2;119;387;43;310,0;0,3;1,4;0,6;4,8;1,4;10,2;2,2;13,8;6,0;22,7;10,8;25,8;;;771,0;0;0;0;387;0;232305,0;6,5;3;False;False;True;False;False
Vd6wddwt14A;Inhaftiert in syrischem Straflager: Deutsche Kinder von IS-Anhängern wollen zurück in Heimat | ntv;26.10.2024 22:00;396;10640;38,54;4,0;2;82;30;19;99,0;;4,6;1,5;11,7;3,2;16,9;5,6;12,4;6,3;14,6;10,0;13,3;;;192,0;0;0;0;30;0;45304,0;8,5;2;False;False;False;True;False
nUJWBotCsus;"""Weidel: AfD geht gegen """"albernes"""" Höcke-Urteil in Berufung | ntv""";16.05.2024 09:48;629;2200368;43,43;778,0;42;14361;2368;2865;5589,0;0,3;2,1;0,9;5,4;1,8;9,9;3,2;12,3;7,0;19,6;11,5;25,7;;0,0;99976,0;1998;1;0;2368;0;5497825,0;6,5;2;False;False;True;False;False
J5ykt5Xwe8s;"""Nahost-Gipfel kommt für Israel """"zu kritischem Zeitpunkt"""" | ntv""";09.08.2024 10:14;146;8098;0,0;5,0;1;52;23;7;58,0;;3,6;1,6;13,7;3,2;16,1;4,0;15,9;5,2;14,0;6,6;16,1;;;661,0;38;0;0;23;0;369396,0;6,5;2;False;True;False;False;False
gtA3pcHWBYY;Heftige Kämpfe in Ostukraine - Munz: Russland verstärkt Angriffe seit Trumps Wahlsieg | ntv;25.11.2024 14:26;193;86896;0,0;29,0;1;284;92;35;157,0;0,2;0,6;0,5;2,7;1,3;7,3;2,2;10,7;5,6;21,2;12,3;35,3;;;8045,0;248;13;0;92;0;410550,0;6,5;3;False;True;False;False;False
sHHAugKLP2w;Lukaschenko wird nicht für Putin in Krieg ziehen - Experte zu Truppenbewegung in Belarus  | ntv;26.08.2024 21:22;779;552564;36,08;94,0;6;1259;163;109;337,0;0,1;0,9;0,5;4,7;1,0;12,2;1,5;16,7;3,1;24,3;6,0;29,0;;;9754,0;342;52;0;163;2;2008647,0;8,5;2;False;True;False;False;False
KjuzLc7gZLI;"""Forscher rekonstruieren Gesicht einer """"Vampirin"""" - Mit Sichel über Hals beerdigt | ntv""";01.11.2024 12:33;155;8852;54,9;4,0;1;107;10;20;20,0;0,6;3,0;0,8;8,5;2,8;15,9;3,6;16,1;6,0;20,6;6,6;15,4;;;380,0;47;0;0;10;0;112116,0;6,5;3;False;False;False;True;False
qifLvqWQduQ;"""Russische Rakete tötet Reuters-Mitarbeiter in Kramatorsk - Kiew warnt Minsk vor """"Fehler"""" | ntv""";26.08.2024 08:50;107;20109;62,69;8,0;0;246;86;30;161,0;0,3;1,6;0,4;5,7;0,9;9,9;1,6;13,5;4,6;23,6;8,8;29,0;;;876,0;264;6;0;86;0;164765,0;7,5;2;False;True;False;False;False
y2GNKPszumw;Terror, Taschendiebe, Unfälle: So bereitet sich Berlin auf die bevorstehende EM vor | ntv Doku;08.06.2024 18:36;694;5378;25,91;2,0;4;51;4;6;15,0;;6,5;;9,4;2,2;13,7;5,2;11,6;6,8;12,7;9,2;22,7;;;145,0;0;0;0;4;0;52459,0;8,5;2;False;False;False;True;False
Gk11hhHD_R0;"""""""Merz und Merkel sind ein Stück versöhnt"""" - Armin Laschet im Frühstart | ntv""";17.07.2024 09:50;470;18784;43,31;5,0;0;72;43;20;46,0;;5,4;0,5;9,9;1,2;8,8;2,3;8,2;5,8;13,4;19,7;24,9;;;245,0;37;0;3;43;0;77035,0;6,5;2;False;False;True;False;False
_Rvp49QUEGM;"""""""Bauernopfer"""" der AfD ist """"Farce und Augenwischerei"""" - SPD-Chef Klingbeil | ntv #Frühstart""";17.01.2024 11:08;482;40180;18,47;13,0;2;87;671;52;0,0;0,1;0,8;0,5;2,4;1,2;6,1;2,1;10,8;7,0;22,8;13,2;33,0;;;1842,0;54;0;0;670;0;401647,0;6,5;2;False;False;True;False;False
My0v4FHiV80;"""Ampel hat """"vieles erreicht - überdecken das mit Getöse"""" - Habeck-Staatssekretär Kellner | ntv""";17.10.2024 10:47;440;5851;37,44;2,0;1;45;39;9;77,0;;;;7,0;1,2;11,8;2,8;14,9;5,0;20,6;11,2;25,6;;;40,0;17;3;0;39;0;31298,0;5,5;3;False;False;True;False;False
eYruvJNIdr8;Mindestens sieben Tote bei schwerem Erdbeben in Taiwan | ntv;03.04.2024 10:33;85;18729;64,44;29,0;2;147;3;85;25,0;1,2;6,2;3,6;14,9;5,3;14,1;5,7;10,5;7,8;11,1;8,4;11,3;;;6335,0;32;0;0;3;0;444840,0;6,5;1;False;False;False;True;False
ufWXXme2x-E;"""""""Ukraine gräbt sich in Erwartung russischer Offensive ein"""" - Reisner zu Kiews Militärstrategie | ntv""";22.01.2024 17:28;666;1254165;45,58;289,0;16;3599;1052;531;0,0;0,2;1,7;0,4;7,5;0,9;17,1;1,3;19,7;2,0;23,7;3,0;22,4;;;34726,0;526;0;0;1051;0;4188879,0;7,5;2;False;True;False;False;False
eg0bcZ_5sCM;"""""""CDU beschwört Bräsigkeit der 90er herauf"""" - SPD-Chefin Esken im Frühstart  | ntv""";08.05.2024 10:27;430;15237;33,15;6,0;4;82;265;33;226,0;0,4;0,8;0,7;2,4;0,9;5,4;3,2;8,1;9,9;18,6;23,3;26,3;;;447,0;25;0;0;265;0;170395,0;8,5;2;False;False;True;False;False
SN-9F5TM0DY;USA einsame Spitze: Militärausgaben höher als zum Ende des Kalten Kriegs | ntv;22.04.2024 10:48;101;5410;55,99;3,0;0;75;14;18;30,0;;4,0;0,8;8,8;1,0;16,3;0,8;18,4;1,3;20,4;4,5;23,8;;;536,0;26;0;0;14;0;48953,0;8,5;1;False;False;True;False;False
gUyOpSiUCc8;Offiziell nominiert, Vize ernannt: Trump tritt nach Attentat erstmals öffentlich auf  | ntv;16.07.2024 09:42;102;65102;53,03;48,0;1;587;62;89;142,0;2,7;16,7;4,2;24,4;3,6;14,7;2,9;7,9;3,9;7,0;5,0;6,9;;;27082,0;309;0;0;62;1;4937977,0;6,5;2;False;False;True;False;False
U28G8R4lv54;Wie Trump die US-Waffenlobby hofiert - Frenetischer Jubel auf Gun-Show | ntv;20.10.2024 13:27;216;3378;39,03;0,0;0;20;3;6;38,0;;5,2;;9,6;;15,8;2,7;17,1;2,8;19,3;6,4;21,1;;;71,0;17;0;0;3;0;47911,0;6,5;2;False;False;False;True;False
SH_zpe8Chmk;"""""""Nicht Waffenrecht ist Problem, sondern Migrationspolitik"""": Djir-Sarai im ntv Frühstart | ntv""";19.08.2024 11:05;520;20760;41,03;5,0;2;142;20;35;75,0;;1,7;0,5;7,4;2,6;13,7;4,1;15,9;7,9;18,5;13,4;14,2;;;297,0;12;3;0;20;0;78932,0;6,5;3;False;False;True;False;False
yorA2ZDRCGc;Wie Russland Moldau zersetzt - Nächstes Angriffsziel? Pulverfass an EU-Grenze | ntv;21.09.2024 08:59;307;153181;41,35;40,0;2;590;80;162;141,0;0,2;2,1;0,4;7,3;1,0;13,4;1,3;15,4;2,7;23,2;5,2;27,6;;1,0;3859,0;0;0;0;80;0;536331,0;7,5;2;False;True;False;False;False
8mRGyr93X1E;"""SPD-Sieg in Brandenburg """"verschafft Scholz Atempause"""": RTL/ntv-Politikchef Blome ordnet ein | ntv""";22.09.2024 21:18;158;25227;47,23;17,0;2;121;180;19;239,0;0,9;4,6;2,2;11,8;2,4;12,3;3,2;12,2;6,0;15,2;10,8;18,5;;;2609,0;163;0;0;180;0;1706349,0;6,5;3;False;False;True;False;False
v4LY_tNO9z0;Eurowings-Tochter kündigt Streiks auf Mallorca an - Reise-Experte gibt Tipps | ntv;27.06.2024 09:24;85;2113;44,27;0,0;0;17;7;18;5,0;0,9;4,9;1,7;10,4;5,0;12,3;3,5;13,7;6,4;16,2;8,4;16,6;;;600,0;0;0;0;7;0;156557,0;7,5;1;False;False;False;False;True
RcGG_0nFNuA;Sepsis droht! Keimschleudern im Haushalt aufspüren und beseitigen | ntv Ratgeber;21.03.2024 07:28;362;1741;35,25;0,0;1;11;5;19;6,0;;;;13,0;;21,7;14,3;14,3;11,8;11,2;6,2;7,5;;;71,0;1;0;0;5;0;14032,0;7,5;2;False;False;False;True;False
jXu4Y93YJ_A;"""""""Geht um Leben und Tod, nicht Schäufelchen im Sandkasten"""" - Strack-Zimmermann im Frühstart | ntv""";19.02.2024 11:54;404;49517;0,0;31,0;4;381;1197;119;0,0;0,3;0,9;0,6;2,6;1,3;5,7;2,9;8,9;9,3;17,6;20,3;29,5;;;2284,0;37;0;0;1197;0;481378,0;6,5;2;False;False;True;False;False
16n5uwnl85M;"""""""Flugzeugträger wird wohl nie mehr auslaufen"""" - Munz zu russischer Pannenschiff-Crew | ntv""";24.09.2024 10:49;196;565621;48,83;172,0;6;2550;184;230;344,0;0,1;1,2;0,3;4,1;0,7;10,3;1,1;14,9;2,5;25,2;5,4;34,0;;0,0;26380,0;993;33;0;184;0;1990500,0;6,5;3;False;True;False;False;False
yts7OWNlur4;Flugzeugunglück in Vilnius: Video zeigt Moment des Absturzes von DHL-Maschine | ntv;25.11.2024 12:12;131;132148;57,1;75,0;8;672;123;317;244,0;0,7;5,6;2,3;13,3;3,5;14,3;3,8;11,7;5,9;15,0;7,0;16,7;0,0;2,0;19231,0;411;0;0;123;0;782764,0;7,5;2;False;False;False;True;False
15n8Kl68q2w;Proteste gegen Tesla-Ausbaupläne in Grünheide | ntv;13.05.2024 13:15;111;6321;49,17;4,0;0;51;67;23;79,0;0,7;4,4;1,7;10,8;3,3;13,4;4,1;11,1;7,3;15,1;11,0;17,1;;;1623,0;0;0;0;67;0;474329,0;8,5;1;False;False;False;False;True
ZBvIqWtY8vY;Haftbefehl erlassen: 17-Jähriger soll Weihnachtsmarkt-Anschlag geplant haben | ntv;12.11.2024 10:03;99;13181;65,93;17,0;1;323;36;202;291,0;0,9;4,1;3,0;10,6;4,5;13,3;6,3;9,7;11,0;11,0;14,5;11,1;;;926,0;74;0;0;36;0;352001,0;6,5;2;False;False;False;True;False
_dcFq8ZEwXE;"""Von Lucke zu SPD-Kanzlerkandidat: """"Das Land ist in weiten Teilen fertig mit Olaf Scholz"""" | ntv""";20.11.2024 11:47;358;99647;51,43;50,0;2;445;49;67;186,0;0,1;1,6;0,6;4,7;1,1;7,5;2,1;9,1;6,0;18,2;18,1;30,9;;;1511,0;100;3;0;49;0;469455,0;6,5;3;False;False;True;False;False
u4uIWNFiZ9A;Randale auch in Belfast - Britische Behörden fürchten weitere rechte Krawalle | ntv;07.08.2024 16:35;102;7968;60,27;5,0;0;72;56;46;131,0;0,3;6,6;1,7;16,2;2,2;22,1;2,9;15,2;5,4;14,7;3,5;9,3;;;1512,0;74;1;0;56;0;79343,0;6,5;1;False;False;False;True;False
FkMfJWbxEG0;Angriffe auf russisches Gebiet: Biden vollzieht überraschende Waffen-Wende für Ukraine | ntv;18.11.2024 09:52;114;24715;53,01;32,0;6;235;137;67;213,0;1,8;9,9;3,3;17,6;3,1;14,1;3,3;9,7;3,9;11,6;6,0;15,6;;;5541,0;276;1;0;137;0;1397298,0;6,5;2;False;True;False;False;False
GgxtbsgHzVU;"""""""Die erste Welle der Russen ist reines Kanonenfutter"""" - Reisners Blick auf die Front | ntv""";30.01.2024 21:51;269;147795;34,07;36,0;0;670;121;72;0,0;0,1;0,9;0,3;4,1;0,7;10,5;1,2;14,2;2,8;24,4;5,7;34,9;;;21233,0;318;0;0;181;0;874760,0;6,5;2;False;True;False;False;False
oRQL8XyM94E;Das fordern die Gipfelteilnehmer für Frieden mit Putin - Nicht alle stimmen zu  | ntv;16.06.2024 20:55;144;58481;54,16;37,0;3;395;337;180;406,0;0,6;5,2;1,6;12,6;2,9;13,9;3,8;10,0;7,1;12,7;13,6;16,1;;;4317,0;177;0;0;337;0;1233953,0;7,5;1;False;True;False;False;False
2U0qHHOX-1A;"""Chancen für Olympia-Bewerbung """"sind eher überschaubar"""" -  Philipp Hartewig (FDP) im Frühstart | ntv""";29.07.2024 10:13;401;619;24,86;0,0;1;11;5;4;6,0;;;;;;;;;;;;;;;33,0;0;0;0;5;0;14547,0;6,5;2;False;False;False;True;False
j2yvYoI23Uc;Über 4000 Euro pro Stück - Neue Stühle für das Kanzleramt | ntv;31.10.2024 14:56;172;10039;54,69;3,0;0;99;32;157;59,0;0,1;1,2;0,5;3,7;1,3;7,7;2,3;9,3;7,3;19,7;14,9;32,1;;;379,0;27;0;0;32;0;37740,0;6,5;3;False;False;True;False;False
r6rLnH-pUT4;Abschuss? Überschall-Bomber trudelt brennend zu Boden - Videos zeigen Tupolew in Russland  | ntv;19.04.2024 12:10;86;8202;60,42;5,0;2;94;9;27;32,0;;2,3;0,5;7,1;1,1;12,6;1,8;13,9;3,2;21,1;5,9;30,7;;;1918,0;74;0;0;9;0;64675,0;6,5;1;False;True;False;False;False
Xi4y1CXSYBc;"""Siemens-Chef Busch: """"Ich hoffe, dass wir die richtigen Dinge tun, und zwar schnell genug"""" | ntv""";22.04.2024 13:07;307;1689;42,88;0,0;0;11;3;12;9,0;;21,2;;;;16,2;;13,7;;17,4;8,7;22,8;;;75,0;0;0;0;3;0;15606,0;6,5;2;False;False;False;False;True
qABVSVvZoP8;Mit neuem Van aus der Krise? - So sieht Teslas futuristisches Robotaxi aus | ntv;11.10.2024 15:17;105;8214;33,94;1,0;0;32;15;34;23,0;;2,6;0,4;7,6;1,5;14,6;1,9;12,3;4,9;18,3;10,9;25,0;;;2854,0;67;0;0;15;0;76041,0;6,5;2;False;False;False;False;True
NHRfWr21iww;"""Kleim: """"Drängen von Biden war nicht immer erfolgreich"""" - Wie wirken USA auf Israel ein? | ntv""";15.04.2024 10:31;212;2519;50,79;0,0;0;19;5;10;3,0;;;;6,8;;14,9;;15,9;3,9;19,3;11,1;27,9;;;29,0;7;0;0;5;0;38316,0;6,5;2;False;True;False;False;False
BlGbFDhZ0Ug;"""Thorsten Frei im ntv Frühstart: Hubertus Heils """"Job-Turbo ist eine Job-Schnecke"""" | ntv""";24.06.2024 13:06;528;9300;46,05;3,0;1;51;14;9;22,0;;;;9,1;1,7;14,2;3,5;11,0;8,7;17,8;14,0;20,0;;;27,0;0;0;0;14;0;49616,0;6,5;2;False;False;True;False;False
FA4VxfzjdVs;"""Umstrittene Rede: Mützenich mahnt im Bundestag: Atom-Pläne """"sollten uns aufhorchen lassen"""" | ntv""";14.03.2024 15:09;724;326059;47,56;73,0;4;1270;255;1010;583,0;0,1;2,4;0,6;6,3;1,5;11,0;2,5;12,3;5,9;18,9;12,1;26,3;;;13883,0;1111;0;0;255;0;678690,0;6,5;2;False;False;True;False;False
Zz8lPsquYiY;Wollte er die Tat filmen? - Ermittler finden GoPro bei mutmaßlichem Trump-Attentäter | ntv;16.09.2024 09:38;99;43899;0,0;52,0;3;352;44;109;141,0;3,0;12,5;5,3;18,8;5,1;14,8;3,4;9,2;4,3;8,6;5,9;9,1;;;18433,0;554;0;0;44;0;7956965,0;6,5;2;False;False;True;False;False
Onl3EWeiMcA;Selenskyj zeigt erste F-16-Jets mit Ukraine-Wappen - Präsentation an geheimem Ort | ntv;05.08.2024 16:17;103;23840;59,07;9,0;1;275;342;50;351,0;0,5;5,6;1,3;15,0;1,8;17,5;1,9;13,8;3,2;16,8;4,8;17,9;;;2377,0;302;0;0;342;0;873346,0;8,0;2;False;True;False;False;False
ueXIkUgMR2U;"""Scholz wusste, """"Lindner kann nur Entlassung akzeptieren"""" - Ifo-Chef Fuest zum Ampel-Aus | ntv""";07.11.2024 07:45;190;39581;47,26;4,0;1;215;26;31;110,0;0,2;0,9;0,6;3,8;1,5;7,6;2,7;8,2;7,7;18,3;17,9;30,5;;;3101,0;429;4;7;26;0;221473,0;6,5;3;False;False;True;False;False
8BLhWqwOpHY;"""""""Roboter-Krieg"""" - Spezialtraining: So stellen Ukrainer Moskaus schnelle Mini-Sabotage-Trupps | ntv""";20.01.2024 09:14;128;26199;47,33;21,0;1;238;42;25;0,0;0,1;1,7;0,3;4,9;0,7;12,0;1,0;17,7;2,0;28,3;3,0;28,4;;;1326,0;175;0;0;42;0;192922,0;7,5;2;False;True;False;False;False
HyR2m61Bu2s;"""Reisner zu möglichen nächsten Stufen: """"Russland kennt genau abgestimmte Eskalationsskala"""" | ntv""";26.11.2024 12:56;558;732011;32,03;156,0;13;2379;501;405;716,0;0,1;0,8;0,5;5,2;1,2;14,0;1,9;16,5;3,6;22,2;6,7;27,1;;;26678,0;950;18;0;501;0;1711610,0;6,5;3;False;True;False;False;False
NJ_os9D-mHw;Russland zermürbt Ukraine an allen Fronten - Banges Warten auf US-Munition | ntv;19.05.2024 12:12;204;257748;45,54;176,0;8;1281;814;284;998,0;0,4;3,2;1,0;7,9;1,5;12,5;2,2;15,6;4,0;22,5;5,8;23,3;0,0;0,0;54068,0;533;0;0;814;0;3304932,0;7,5;1;False;True;False;False;False
7VD4hQgEXEI;Zahl neuer Balkonkraftwerke erreicht Rekordwert - Preise sinken seit Monaten | ntv;04.07.2024 14:17;93;13246;49,92;14,0;0;109;25;64;29,0;0,5;3,9;2,1;12,3;3,6;16,7;3,7;14,4;5,4;17,0;6,3;14,1;;;2412,0;40;0;0;25;0;756124,0;8,5;1;False;False;False;False;True
T0L-ylMgoSA;"""""""Diese Emotionserkennung ist wirklich spannend""""  Digitalexpertin Frauke Holzmeier zu OpenAI | ntv""";14.05.2024 15:00;164;460;0,0;1,0;0;4;4;6;7,0;;;;;;;;;;;;;;;46,0;0;0;0;4;0;12979,0;6,5;2;False;False;False;False;True
zSwBRU7olPA;Waschbär auf dem Grill: Metzgermeister verarbeitet ungeliebte Einwanderer zu Wurstwaren | ntv;13.04.2024 09:00;92;96973;27,76;16,0;1;117;70;521;82,0;0,2;0,5;0,6;1,7;2,1;5,0;4,2;8,2;10,7;19,1;18,0;29,5;;;32170,0;39;0;0;70;0;211982,0;8,5;1;False;False;False;True;False
